10000
0,1367381401
1,1367381709
0,1367382002
0,1367382601
0,1367383201
1,1367383416
0,1367383801
2,1367384923
0,1367385001
1,1367385308
0,1367385601
0,1367386201
0,1367386801
1,1367387015
0,1367387401
0,1367388601
3,1367388880
1,1367388908
0,1367389201
0,1367389801
0,1367390401
1,1367390615
0,1367391001
0,1367392201
1,1367392508
0,1367392801
0,1367393401
0,1367394001
1,1367394214
4,1367394496
0,1367394601
0,1367395801
1,1367396108
5,1367398635
1,1367399709
1,1367403308
1,1367404537
1,1367404765
1,1367405233
1,1367405254
1,1367405366
1,1367405712
1,1367405830
1,1367406908
1,1367407412
1,1367410508
5,1367411235
1,1367414109
1,1367417708
3,1367418280
1,1367421308
1,1367424907
1,1367426601
1,1367426721
1,1367428508
1,1367431301
1,1367432109
1,1367434400
1,1367435709
1,1367439308
1,1367442908
1,1367446508
3,1367447680
1,1367450109
1,1367453708
1,1367453855
1,1367454132
1,1367457308
6,1367458819
1,1367460910
7,1367460914
7,1367462714
1,1367464517
1,1367468108
8,1367468678
1,1367471708
7,1367473520
1,1367475308
9,1367477027
3,1367477080
1,1367478909
7,1367480628
7,1367480714
1,1367482507
1,1367486108
10,1367486160
10,1367486166
10,1367486400
11,1367487962
11,1367487968
11,1367488203
10,1367488206
11,1367488326
10,1367488560
10,1367488618
10,1367488742
11,1367488858
11,1367488985
1,1367489708
11,1367490363
10,1367490475
11,1367490718
10,1367490720
11,1367491921
1,1367493308
1,1367496908
1,1367500509
6,1367500759
6,1367501839
6,1367503279
1,1367503572
1,1367504109
3,1367506480
1,1367507709
12,1367507716
1,1367511308
1,1367514908
13,1367517222
1,1367518509
14,1367518702
1,1367520194
12,1367520316
7,1367520352
1,1367522109
2,1367522323
1,1367525709
15,1367526313
15,1367527513
13,1367528439
13,1367528439
1,1367529308
13,1367531164
1,1367532909
5,1367533336
7,1367533814
6,1367533879
3,1367535880
1,1367536509
7,1367537414
1,1367540109
1,1367540401
1,1367543708
15,1367547013
1,1367547309
1,1367550908
1,1367554508
8,1367555078
8,1367555379
1,1367558109
12,1367559952
1,1367560824
1,1367561197
1,1367561708
12,1367563552
1,1367565016
16,1367565254
3,1367565280
1,1367565309
9,1367567163
1,1367568578
1,1367568908
1,1367570830
1,1367571412
1,1367572508
5,1367572935
10,1367575440
10,1367575446
1,1367576109
1,1367576236
11,1367576521
11,1367576888
10,1367577178
10,1367577302
11,1367577421
11,1367577785
13,1367577964
1,1367579708
1,1367583309
15,1367584249
1,1367586907
1,1367590509
7,1367591307
6,1367592739
17,1367593502
15,1367593849
1,1367594108
18,1367594387
3,1367594680
1,1367597709
7,1367597841
15,1367597888
1,1367598061
15,1367598788
1,1367599374
19,1367600919
19,1367600919
1,1367601308
13,1367604442
1,1367604909
1,1367608508
20,1367610972
20,1367611244
20,1367611244
1,1367612108
17,1367614834
1,1367615709
20,1367617778
13,1367617790
11,1367617899
1,1367619309
16,1367619446
10,1367620123
10,1367620125
13,1367620491
6,1367620565
10,1367621805
6,1367621825
11,1367621925
11,1367621925
11,1367622048
10,1367622283
10,1367622288
1,1367622909
2,1367623720
11,1367623966
11,1367623966
1,1367625302
3,1367626357
1,1367626508
1,1367626616
5,1367629964
1,1367630107
6,1367632086
1,1367633708
8,1367636256
1,1367637322
0,1367637601
0,1367638201
0,1367638801
1,1367638981
0,1367639401
6,1367639645
1,1367640126
15,1367640188
6,1367640545
0,1367640601
1,1367640909
0,1367641202
6,1367641445
0,1367641801
0,1367642401
21,1367642530
1,1367642566
1,1367642581
0,1367643002
1,1367643671
0,1367644201
1,1367644508
0,1367644801
0,1367645402
1,1367645748
0,1367646001
1,1367646069
1,1367646180
1,1367646192
0,1367646601
1,1367647478
0,1367647801
1,1367648109
0,1367648401
0,1367649001
0,1367649601
1,1367649754
1,1367649780
1,1367649990
0,1367650201
1,1367650283
0,1367651401
1,1367651708
1,1367651783
0,1367652001
1,1367652596
0,1367652601
0,1367653201
1,1367653379
0,1367653801
1,1367654023
13,1367654691
0,1367655002
1,1367655308
9,1367655431
0,1367655601
3,1367655757
0,1367656201
13,1367656491
0,1367656801
1,1367656980
0,1367657401
1,1367657837
1,1367658050
0,1367658602
1,1367658907
0,1367659202
0,1367659801
0,1367660401
1,1367661343
1,1367662446
1,1367662508
1,1367663881
1,1367666108
13,1367667291
13,1367667291
1,1367668331
0,1367669401
1,1367669709
0,1367670001
0,1367670601
1,1367671768
0,1367671801
0,1367673001
1,1367673309
0,1367673601
1,1367673921
0,1367674201
4,1367674450
0,1367674801
1,1367674970
22,1367674982
0,1367675401
0,1367676601
1,1367676909
0,1367677201
0,1367677802
0,1367678401
1,1367678569
0,1367679001
0,1367680201
1,1367680509
1,1367680552
0,1367680801
0,1367681401
0,1367682001
1,1367682169
0,1367682602
0,1367683801
